#,survived,class,gender,age,sib_sp,par_ch,fare,embarked,family,age_bin
171,perished,first,male,61,0,0,33.5,"Southampton, UK",none,51 to 60
626,perished,first,male,61,0,0,32.3208,"Southampton, UK",none,51 to 60
696,perished,second,male,52,0,0,13.5,"Southampton, UK",none,51 to 60
715,perished,second,male,52,0,0,13,"Southampton, UK",none,51 to 60
318,perished,second,male,54,0,0,14,"Southampton, UK",none,51 to 60
583,perished,second,male,54,0,0,26,"Southampton, UK",none,51 to 60
773,perished,second,female,57,0,0,10.5,"Southampton, UK",none,51 to 60
233,perished,second,male,59,0,0,13.5,"Southampton, UK",none,51 to 60
153,perished,third,male,55.5,0,0,8.05,"Southampton, UK",none,51 to 60
95,perished,third,male,59,0,0,7.25,"Southampton, UK",none,51 to 60
327,perished,third,male,61,0,0,6.2375,"Southampton, UK",none,51 to 60
125,perished,first,male,54,0,1,77.2875,"Southampton, UK",one,51 to 60
250,perished,second,male,54,1,0,26,"Southampton, UK",one,51 to 60
263,perished,first,male,52,1,1,79.65,"Southampton, UK",two,51 to 60
685,perished,second,male,60,1,1,39,"Southampton, UK",two,51 to 60
450,survived,first,male,52,0,0,30.5,"Southampton, UK",none,51 to 60
12,survived,first,female,58,0,0,26.55,"Southampton, UK",none,51 to 60
16,survived,second,female,55,0,0,16,"Southampton, UK",none,51 to 60
269,survived,first,female,58,0,1,153.4625,"Southampton, UK",one,51 to 60
821,survived,first,female,52,1,1,93.5,"Southampton, UK",two,51 to 60
572,survived,first,female,53,2,0,51.4792,"Southampton, UK",two,51 to 60
775,survived,second,female,54,1,3,23,"Southampton, UK",four,51 to 60
253,perished,first,male,62,0,0,26.55,"Southampton, UK",none,61 to 80
556,perished,first,male,62,0,0,26.55,"Southampton, UK",none,61 to 80
546,perished,first,male,64,0,0,26,"Southampton, UK",none,61 to 80
457,perished,first,male,65,0,0,26.55,"Southampton, UK",none,61 to 80
34,perished,second,male,66,0,0,10.5,"Southampton, UK",none,61 to 80
673,perished,second,male,70,0,0,10.5,"Southampton, UK",none,61 to 80
852,perished,third,male,74,0,0,7.775,"Southampton, UK",none,61 to 80
746,perished,first,male,70,1,1,71,"Southampton, UK",two,61 to 80
439,perished,first,male,64,1,4,263,"Southampton, UK",five,61 to 80
631,survived,first,male,80,0,0,30,"Southampton, UK",none,61 to 80
571,survived,second,male,62,0,0,10.5,"Southampton, UK",none,61 to 80
484,survived,third,female,63,0,0,9.5875,"Southampton, UK",none,61 to 80
276,survived,first,female,63,1,0,77.9583,"Southampton, UK",one,61 to 80
169,perished,first,male,unknown,0,0,25.925,"Southampton, UK",none,unknown
186,perished,first,male,unknown,0,0,50,"Southampton, UK",none,unknown
271,perished,first,male,unknown,0,0,31,"Southampton, UK",none,unknown
285,perished,first,male,unknown,0,0,26,"Southampton, UK",none,unknown
352,perished,first,male,unknown,0,0,35,"Southampton, UK",none,unknown
476,perished,first,male,unknown,0,0,52,"Southampton, UK",none,unknown
528,perished,first,male,unknown,0,0,221.7792,"Southampton, UK",none,unknown
603,perished,first,male,unknown,0,0,42.4,"Southampton, UK",none,unknown
634,perished,first,male,unknown,0,0,0,"Southampton, UK",none,unknown
712,perished,first,male,unknown,0,0,26.55,"Southampton, UK",none,unknown
816,perished,first,male,unknown,0,0,0,"Southampton, UK",none,unknown
278,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
414,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
467,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
482,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
675,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
733,perished,second,male,unknown,0,0,0,"Southampton, UK",none,unknown
30,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
46,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
77,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
78,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
88,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
96,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
102,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
122,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
155,perished,third,male,unknown,0,0,7.3125,"Southampton, UK",none,unknown
159,perished,third,male,unknown,0,0,8.6625,"Southampton, UK",none,unknown
224,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
236,perished,third,female,unknown,0,0,7.55,"Southampton, UK",none,unknown
251,perished,third,male,unknown,0,0,7.25,"Southampton, UK",none,unknown
305,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
336,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
385,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
411,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
416,perished,third,female,unknown,0,0,8.05,"Southampton, UK",none,unknown
426,perished,third,male,unknown,0,0,7.25,"Southampton, UK",none,unknown
455,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
465,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
471,perished,third,male,unknown,0,0,7.25,"Southampton, UK",none,unknown
498,perished,third,male,unknown,0,0,15.1,"Southampton, UK",none,unknown
512,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
539,perished,third,male,unknown,0,0,14.5,"Southampton, UK",none,unknown
564,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
565,perished,third,female,unknown,0,0,8.05,"Southampton, UK",none,unknown
590,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
602,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
612,perished,third,male,unknown,0,0,7.05,"Southampton, UK",none,unknown
649,perished,third,male,unknown,0,0,7.55,"Southampton, UK",none,unknown
651,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
657,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
668,perished,third,male,unknown,0,0,7.775,"Southampton, UK",none,unknown
739,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
740,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
761,perished,third,male,unknown,0,0,14.5,"Southampton, UK",none,unknown
827,perished,third,male,unknown,0,0,56.4958,"Southampton, UK",none,unknown
838,perished,third,male,unknown,0,0,8.05,"Southampton, UK",none,unknown
869,perished,third,male,unknown,0,0,9.5,"Southampton, UK",none,unknown
879,perished,third,male,unknown,0,0,7.8958,"Southampton, UK",none,unknown
452,perished,third,male,unknown,1,0,19.9667,"Southampton, UK",one,unknown
491,perished,third,male,unknown,1,0,19.9667,"Southampton, UK",one,unknown
640,perished,third,male,unknown,1,0,16.1,"Southampton, UK",one,unknown
784,perished,third,male,unknown,1,2,23.45,"Southampton, UK",three,unknown
889,perished,third,female,unknown,1,2,23.45,"Southampton, UK",three,unknown
177,perished,third,male,unknown,3,1,25.4667,"Southampton, UK",four,unknown
230,perished,third,female,unknown,3,1,25.4667,"Southampton, UK",four,unknown
410,perished,third,female,unknown,3,1,25.4667,"Southampton, UK",four,unknown
486,perished,third,female,unknown,3,1,25.4667,"Southampton, UK",four,unknown
160,perished,third,male,unknown,8,2,69.55,"Southampton, UK",ten,unknown
181,perished,third,female,unknown,8,2,69.55,"Southampton, UK",ten,unknown
202,perished,third,male,unknown,8,2,69.55,"Southampton, UK",ten,unknown
325,perished,third,male,unknown,8,2,69.55,"Southampton, UK",ten,unknown
793,perished,third,female,unknown,8,2,69.55,"Southampton, UK",ten,unknown
847,perished,third,male,unknown,8,2,69.55,"Southampton, UK",ten,unknown
864,perished,third,female,unknown,8,2,69.55,"Southampton, UK",ten,unknown
56,survived,first,male,unknown,0,0,35.5,"Southampton, UK",none,unknown
299,survived,first,male,unknown,0,0,30.5,"Southampton, UK",none,unknown
508,survived,first,male,unknown,0,0,26.55,"Southampton, UK",none,unknown
741,survived,first,male,unknown,0,0,30,"Southampton, UK",none,unknown
18,survived,second,male,unknown,0,0,13,"Southampton, UK",none,unknown
597,survived,second,female,unknown,0,0,33,"Southampton, UK",none,unknown
108,survived,third,male,unknown,0,0,7.775,"Southampton, UK",none,unknown
445,survived,third,male,unknown,0,0,8.1125,"Southampton, UK",none,unknown
644,survived,third,male,unknown,0,0,56.4958,"Southampton, UK",none,unknown
693,survived,third,male,unknown,0,0,56.4958,"Southampton, UK",none,unknown
167,survived,first,female,unknown,0,1,55,"Southampton, UK",one,unknown
335,survived,first,female,unknown,1,0,133.65,"Southampton, UK",one,unknown
458,survived,first,female,unknown,1,0,51.8625,"Southampton, UK",one,unknown
670,survived,first,female,unknown,1,0,52,"Southampton, UK",one,unknown
348,survived,third,female,unknown,1,0,16.1,"Southampton, UK",one,unknown
432,survived,third,female,unknown,1,0,16.1,"Southampton, UK",one,unknown
62,survived,first,female,38,0,0,80,unknown,none,31 to 40
830,survived,first,female,62,0,0,80,unknown,none,61 to 80
